N,qubits,depth,gamma,beta,chi,chi_real,fidelity_exact_MPS,overlap_exact_MPS,energy_error,classical_cost,exact_cost,mps_cost,exact_probability,mps_probability,time_classical_s,time_exact_s,time_mps_s
4,16,1,0.35,0.2,128,128,0.9998012047574236,0.9999005974382772,0.5295739027460513,41.806057188866504,41.806057188866504,41.806057188866504,3.8016245185240745e-06,4.079139810926465e-06,0.00017599400598555803,0.1367606580024585,35.212730881001335
