clientes,qubits,depth,chi_limit,chi_real,fidelity,infidelity,energy_error,time_s
3,9,2,2,2,0.002342680738232683,0.9976573192617673,657.4263403845089,0.15380863400059752
3,9,2,4,4,0.0013666345697242945,0.9986333654302757,580.4253158758363,0.1326237699977355
3,9,2,8,8,0.02240097286968516,0.9775990271303149,556.3783034604268,0.15397313800349366
3,9,2,16,16,0.253348544878169,0.7466514551218311,0.9111683437479599,0.14561970300565008
3,9,2,32,16,0.253348544878169,0.7466514551218311,0.9111683437479599,0.14772551800706424
3,9,2,64,16,0.253348544878169,0.7466514551218311,0.9111683437479599,0.12862874699931126
3,9,2,128,16,0.253348544878169,0.7466514551218311,0.9111683437479599,0.1401685790042393
