clientes,qubits,depth,chi_limit,chi_real,mps_tensor_elements,statevector_amplitudes,compression_ratio,mps_fraction_percent,mps_memory_GB_est,norm_exact,norm_MPS,overlap,fidelity,infidelity,energy_reference,energy_mps,energy_error,time_mps_s,time_exact_s,statevector_memory_GB
4,16,2,2,2,120,65536,546.1333333333333,0.18310546875,1.7881393432617188e-06,1.0000000000000033,0.011415593822317018,0.06647670500557394,0.0044191523083981,0.9955808476916019,1438.529762000229,4396.928059506968,2958.3982975067383,0.49661835900042206,0.23950449196854606,0.0009765625
4,16,2,4,4,424,65536,154.56603773584905,0.64697265625,6.318092346191406e-06,1.0000000000000033,0.0257454148829655,0.07891985157844535,0.0062283429731638425,0.9937716570268361,1438.529762000229,4846.8951147434755,3408.365352743246,0.5025921579799615,0.23950449196854606,0.0009765625
4,16,2,8,8,1448,65536,45.25966850828729,2.20947265625,2.1576881408691406e-05,1.0000000000000033,0.069131642703228,0.1490584350938715,0.022218417072633907,0.977781582927366,1438.529762000229,3982.797698025264,2544.267936025035,0.5759524349705316,0.23950449196854606,0.0009765625
4,16,2,16,16,4776,65536,13.721943048576215,7.28759765625,7.11679458618164e-05,1.0000000000000033,0.16300134096869234,0.28766498259771717,0.08275114221294493,0.9172488577870551,1438.529762000229,3359.942445612995,1921.412683612766,0.8261461700312793,0.23950449196854606,0.0009765625
4,16,2,32,32,15016,65536,4.364411294619073,22.91259765625,0.0002237558364868164,1.0000000000000033,0.3675709872541391,0.5393207241624235,0.2908668435110809,0.7091331564889192,1438.529762000229,2654.962931301094,1216.433169300865,12.553555346967187,0.23950449196854606,0.0009765625
4,16,2,64,64,43688,65536,1.5000915583226515,66.66259765625,0.0006510019302368164,1.0000000000000033,0.7132248330454916,0.8458325487555441,0.7154327005343,0.28456729946570003,1438.529762000229,1921.169306992909,482.63954499267993,47.50463161995867,0.23950449196854606,0.0009765625
4,16,2,128,128,109224,65536,0.6000146487951366,166.66259765625,0.0016275644302368164,1.0000000000000033,0.9632021871132349,0.9861099959939627,0.972412924199213,0.02758707580078701,1438.529762000229,1509.4304041120838,70.90064211185472,72.38793018297292,0.23950449196854606,0.0009765625
